sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,2006,137,64.54083,-165.42361,17,72,13.7
Acanthis flammea,2006,137,64.54083,-165.42361,17,75,12.4
Acanthis flammea,2006,137,64.54083,-165.42361,17,72,12.4
Acanthis flammea,2006,137,64.54083,-165.42361,17,76,12.8
Acanthis flammea,2006,137,64.54083,-165.42361,17,72,12.3
Acanthis flammea,2006,137,64.54083,-165.42361,17,75,13.2
Acanthis flammea,2006,137,64.54083,-165.42361,17,72,11.2
Acanthis flammea,2006,137,64.54083,-165.42361,17,74,12
Acanthis flammea,2006,137,64.54083,-165.42361,17,73,11.7
Acanthis flammea,2006,262,59.18028,-158.65556,55,74,12.5
Acanthis flammea,2006,262,59.18028,-158.65556,55,71,13.2
Acanthis flammea,2006,262,59.18028,-158.65556,55,72,12.6
Acanthis flammea,2006,262,59.18028,-158.65556,55,71,13.1
Acanthis flammea,2006,306,69.38222,-151.97194,79,73,14
Acanthis flammea,2006,385,59.16917,-158.71444,74,75,11.7
Acanthis flammea,2006,385,59.16917,-158.71444,74,74,12.2
Acanthis flammea,2006,622,59.20333,-158.66722,47,70,13.5
Acanthis flammea,2006,683,64.6525,-165.29806,30,76,13
Acanthis flammea,2006,683,64.6525,-165.29806,30,74,13
Acanthis flammea,2006,683,64.6525,-165.29806,30,74,13
Acanthis flammea,2006,683,64.6525,-165.29806,30,75,12.7
Acanthis flammea,2006,683,64.6525,-165.29806,30,72,15.1
Acanthis flammea,2006,683,64.6525,-165.29806,30,71,13.8
Acanthis flammea,2006,683,64.6525,-165.29806,30,76,13.6
Acanthis flammea,2006,683,64.6525,-165.29806,30,75,12.8
Acanthis flammea,2006,683,64.6525,-165.29806,30,71,12.8
Acanthis flammea,2006,684,64.66556,-165.30139,30,74,14.6
Acanthis flammea,2006,684,64.66556,-165.30139,30,72,12.7
Acanthis flammea,2006,684,64.66556,-165.30139,30,74,13.3
Acanthis flammea,2006,684,64.66556,-165.30139,30,70,13.5
Acanthis flammea,2006,684,64.66556,-165.30139,30,77,13
Acanthis flammea,2006,684,64.66556,-165.30139,30,72,13.8
Acanthis flammea,2006,684,64.66556,-165.30139,30,75,16.2
Acanthis flammea,2006,684,64.66556,-165.30139,30,72,13.3
Acanthis flammea,2006,735,64.585,-165.66944,30,72,12.5
Acanthis flammea,2006,735,64.585,-165.66944,30,74,11.9
Acanthis flammea,2006,735,64.585,-165.66944,30,72,11.8
Acanthis flammea,2006,735,64.585,-165.66944,30,72,11.8
Acanthis flammea,2006,735,64.585,-165.66944,30,76,12.7
Acanthis flammea,2006,735,64.585,-165.66944,30,72,12.2
Acanthis flammea,2006,735,64.585,-165.66944,30,72,13.5
Acanthis flammea,2006,735,64.585,-165.66944,30,72,14
Acanthis flammea,2006,824,69.36444,-152.11861,81,70,12.6
Acanthis flammea,2006,918,59.17472,-158.68611,105,72,13.3
Acanthis flammea,2006,918,59.17472,-158.68611,105,72,11.6
Acanthis flammea,2006,935,64.625,-165.45944,30,77,12.4
Acanthis flammea,2006,935,64.625,-165.45944,30,71,12.3
Acanthis flammea,2006,935,64.625,-165.45944,30,74,11.5
Acanthis flammea,2006,935,64.625,-165.45944,30,73,12.4
Acanthis flammea,2006,935,64.625,-165.45944,30,73,13
Acanthis flammea,2006,935,64.625,-165.45944,30,73,13.6
Acanthis flammea,2006,935,64.625,-165.45944,30,72,12.4
Acanthis flammea,2006,935,64.625,-165.45944,30,72,12
Acanthis flammea,2006,937,64.57833,-164.41611,33,75,12.3
Acanthis flammea,2006,937,64.57833,-164.41611,33,69,12.8
Acanthis flammea,2006,937,64.57833,-164.41611,33,72,13
Acanthis flammea,2006,937,64.57833,-164.41611,33,74,13.1
Acanthis flammea,2006,937,64.57833,-164.41611,33,73,12.5
Acanthis flammea,2006,937,64.57833,-164.41611,33,74,13.6
Acanthis flammea,2006,1115,69.38056,-152.02528,79,72,12.6
